Category,Name,User_Rating,User_Votes,Year_Started,Show_url
Reality,19 Kids and Counting,7.2,114,2008,http://www.tv.com/shows/18-kids-and-counting/
Drama,MasterChef,7.7,210,2010,http://www.tv.com/shows/masterchef/
Game Show,MasterChef,7.7,210,2010,http://www.tv.com/shows/masterchef/
Reality,MasterChef,7.7,210,2010,http://www.tv.com/shows/masterchef/
Drama,The Killing,8.5,1121,2011,http://www.tv.com/shows/the-killing-tv/
Suspense,The Killing,8.5,1121,2011,http://www.tv.com/shows/the-killing-tv/
Drama,The Secret Life of the American Teenager,7.7,2276,NA,http://www.tv.com/shows/the-secret-life-of-the-american-teenager/
Drama,WWE Friday Night SmackDown,8.6,2092,1999,http://www.tv.com/shows/friday-night-smackdown/
Sports,WWE Friday Night SmackDown,8.6,2092,1999,http://www.tv.com/shows/friday-night-smackdown/
Action & Adventure,Banshee,9.1,631,2013,http://www.tv.com/shows/banshee/
Drama,Banshee,9.1,631,2013,http://www.tv.com/shows/banshee/
Suspense,Banshee,9.1,631,2013,http://www.tv.com/shows/banshee/
Animation,Rocket Power,8.1,556,2001,http://www.tv.com/shows/rocket-power/
Comedy,Rocket Power,8.1,556,2001,http://www.tv.com/shows/rocket-power/
Kids,Rocket Power,8.1,556,2001,http://www.tv.com/shows/rocket-power/
Sports,Rocket Power,8.1,556,2001,http://www.tv.com/shows/rocket-power/
Food & Cooking,"Diners, Drive-ins and Dives",8.2,128,2006,http://www.tv.com/shows/diners-driveins-and-dives/
Travel,"Diners, Drive-ins and Dives",8.2,128,2006,http://www.tv.com/shows/diners-driveins-and-dives/
Action & Adventure,Almost Human,9,789,2013,http://www.tv.com/shows/almost-human/
Drama,Almost Human,9,789,2013,http://www.tv.com/shows/almost-human/
Science Fiction,Almost Human,9,789,2013,http://www.tv.com/shows/almost-human/
Action & Adventure,The Almighty Johnsons,8.5,34,2010,http://www.tv.com/shows/the-almighty-johnsons/
Comedy,Silicon Valley,8.6,137,2014,http://www.tv.com/shows/silicon-valley/
Drama,Da Vinci's Demons,8.8,553,2013,http://www.tv.com/shows/da-vincis-demons/
Fantasy,Da Vinci's Demons,8.8,553,2013,http://www.tv.com/shows/da-vincis-demons/
Comedy,Cheers,8.8,2209,1982,http://www.tv.com/shows/cheers/
Drama,Cheers,8.8,2209,1982,http://www.tv.com/shows/cheers/
Comedy,Jimmy Kimmel Live,7.8,513,2003,http://www.tv.com/shows/jimmy-kimmel-live/
Talk & Interview,Jimmy Kimmel Live,7.8,513,2003,http://www.tv.com/shows/jimmy-kimmel-live/
Animation,Blue's Clues,7.7,542,2006,http://www.tv.com/shows/blues-clues/
Comedy,Blue's Clues,7.7,542,2006,http://www.tv.com/shows/blues-clues/
Kids,Blue's Clues,7.7,542,2006,http://www.tv.com/shows/blues-clues/
Animation,Adventure Time,7.7,875,2010,http://www.tv.com/shows/adventure-time/
Kids,Winx Club,8,1141,2004,http://www.tv.com/shows/winx-club/
Comedy,Shameless,8.8,914,2011,http://www.tv.com/shows/shameless/
Drama,Shameless,8.8,914,2011,http://www.tv.com/shows/shameless/
Drama,The Tomorrow People,8.3,500,NA,http://www.tv.com/shows/the-tomorrow-people-2013/
Science Fiction,The Tomorrow People,8.3,500,NA,http://www.tv.com/shows/the-tomorrow-people-2013/
Drama,Home and Away,7.9,1023,1988,http://www.tv.com/shows/home-and-away/
Comedy,The Brady Bunch,8.5,1357,1969,http://www.tv.com/shows/the-brady-bunch/
Drama,The L Word,8.4,3011,2003,http://www.tv.com/shows/the-l-word/
Comedy,Hannah Montana,7.9,5812,2007,http://www.tv.com/shows/hannah-montana/
Kids,Hannah Montana,7.9,5812,2007,http://www.tv.com/shows/hannah-montana/
Drama,Endeavour,9,24,2012,http://www.tv.com/shows/endeavour/
Animation,Stanley,6.7,75,2001,http://www.tv.com/shows/stanley/
Drama,Turn,7.8,71,NA,http://www.tv.com/shows/turn/
NA,49 Days,10,3,NA,http://www.tv.com/shows/49-days/
Action & Adventure,Bleach,8.8,6553,1996,http://www.tv.com/shows/bleach/
Animation,Bleach,8.8,6553,1996,http://www.tv.com/shows/bleach/
Drama,Bleach,8.8,6553,1996,http://www.tv.com/shows/bleach/
Fantasy,Bleach,8.8,6553,1996,http://www.tv.com/shows/bleach/
Comedy,Frasier,9,3868,1993,http://www.tv.com/shows/frasier/
Drama,Lie to Me,8.7,4595,2008,http://www.tv.com/shows/lie-to-me/
Animation,Lilo & Stitch: The Series,8.3,914,2004,http://www.tv.com/shows/lilo-and-stitch-the-series/
Comedy,Lilo & Stitch: The Series,8.3,914,2004,http://www.tv.com/shows/lilo-and-stitch-the-series/
Kids,Lilo & Stitch: The Series,8.3,914,2004,http://www.tv.com/shows/lilo-and-stitch-the-series/
Animation,Doraemon,8.1,86,1979,http://www.tv.com/shows/doraemon/
Science Fiction,Doraemon,8.1,86,1979,http://www.tv.com/shows/doraemon/
Drama,Judging Amy,8.8,1030,1999,http://www.tv.com/shows/judging-amy/
Action & Adventure,Daniel Boone,7.7,91,1964,http://www.tv.com/shows/daniel-boone/
Comedy,Melissa & Joey,7.8,515,2010,http://www.tv.com/shows/melissa-and-joey/
Comedy,Agatha Christie's Marple,7.9,180,2004,http://www.tv.com/shows/agatha-christies-marple/
Suspense,Agatha Christie's Marple,7.9,180,2004,http://www.tv.com/shows/agatha-christies-marple/
Comedy,Last Comic Standing,8,618,2003,http://www.tv.com/shows/last-comic-standing/
Game Show,Last Comic Standing,8,618,2003,http://www.tv.com/shows/last-comic-standing/
Comedy,All in the Family,8.9,1270,1970,http://www.tv.com/shows/all-in-the-family/
Comedy,Wizards of Waverly Place,8.1,1716,2008,http://www.tv.com/shows/wizards-of-waverly-place/
Fantasy,Wizards of Waverly Place,8.1,1716,2008,http://www.tv.com/shows/wizards-of-waverly-place/
Kids,Wizards of Waverly Place,8.1,1716,2008,http://www.tv.com/shows/wizards-of-waverly-place/
Comedy,The Daily Show with Jon Stewart,8.8,4891,1996,http://www.tv.com/shows/the-daily-show-with-jon-stewart/
News,The Daily Show with Jon Stewart,8.8,4891,1996,http://www.tv.com/shows/the-daily-show-with-jon-stewart/
Talk & Interview,The Daily Show with Jon Stewart,8.8,4891,1996,http://www.tv.com/shows/the-daily-show-with-jon-stewart/
Drama,Felicity,8.7,947,NA,http://www.tv.com/shows/felicity/
Drama,"Dr. Quinn, Medicine Woman",8.3,561,1991,http://www.tv.com/shows/dr-quinn-medicine-woman/
Kids,"Dr. Quinn, Medicine Woman",8.3,561,1991,http://www.tv.com/shows/dr-quinn-medicine-woman/
Comedy,"Welcome Back, Kotter",8.3,341,1975,http://www.tv.com/shows/welcome-back-kotter/
Comedy,Brooklyn Nine-Nine,7.6,460,2013,http://www.tv.com/shows/brooklyn-ninenine/
Animation,Attack on Titan,8.4,97,2013,http://www.tv.com/shows/attack-on-titan/
Action & Adventure,Dragons: Defenders of Berk,9.2,131,2012,http://www.tv.com/shows/dragons-defenders-of-berk/
Animation,Dragons: Defenders of Berk,9.2,131,2012,http://www.tv.com/shows/dragons-defenders-of-berk/
Action & Adventure,Bonanza,8.6,814,1958,http://www.tv.com/shows/bonanza/
Comedy,Bonanza,8.6,814,1958,http://www.tv.com/shows/bonanza/
Drama,Bonanza,8.6,814,1958,http://www.tv.com/shows/bonanza/
Drama,Make It or Break It,8.5,735,2009,http://www.tv.com/shows/make-it-or-break-it/
Sports,Make It or Break It,8.5,735,2009,http://www.tv.com/shows/make-it-or-break-it/
Drama,The Waltons,8.5,801,1972,http://www.tv.com/shows/the-waltons/
Comedy,Veep,6.3,306,2012,http://www.tv.com/shows/veep/
Drama,Foyle's War,8.8,211,2002,http://www.tv.com/shows/foyles-war/
Food & Cooking,The Rachael Ray Show,7.4,216,2006,http://www.tv.com/shows/the-rachael-ray-show/
Talk & Interview,The Rachael Ray Show,7.4,216,2006,http://www.tv.com/shows/the-rachael-ray-show/
Fantasy,Once Upon a Time in Wonderland,7.5,216,2013,http://www.tv.com/shows/once-upon-a-time-in-wonderland/
Drama,Legends,NA,NA,2014,http://www.tv.com/shows/legends-2014/
Action & Adventure,Numb3rs,8.8,7496,2004,http://www.tv.com/shows/numb3rs/
Drama,Numb3rs,8.8,7496,2004,http://www.tv.com/shows/numb3rs/
NA,Friday Night Lights,8.8,4210,2006,http://www.tv.com/shows/friday-night-lights/
Drama,The Wire,9,3564,2003,http://www.tv.com/shows/the-wire/
Animation,"Ed, Edd n Eddy",8.9,2323,2003,http://www.tv.com/shows/ed-edd-n-eddy/
Comedy,"Ed, Edd n Eddy",8.9,2323,2003,http://www.tv.com/shows/ed-edd-n-eddy/
Educational,Pawn Stars,8.2,325,2009,http://www.tv.com/shows/pawn-stars/
Reality,Pawn Stars,8.2,325,2009,http://www.tv.com/shows/pawn-stars/
Animation,Ultimate Spider-Man,6.5,175,2012,http://www.tv.com/shows/ultimate-spider-man/
Comedy,MADtv,8.5,1880,1995,http://www.tv.com/shows/madtv/
Comedy,Louie,8.8,483,2010,http://www.tv.com/shows/louie/
Drama,A Touch of Frost,8.6,178,1995,http://www.tv.com/shows/a-touch-of-frost/
Suspense,A Touch of Frost,8.6,178,1995,http://www.tv.com/shows/a-touch-of-frost/
Animation,Kodocha,7.8,160,1996,http://www.tv.com/shows/kodocha/
Comedy,Kodocha,7.8,160,1996,http://www.tv.com/shows/kodocha/
Drama,Kodocha,7.8,160,1996,http://www.tv.com/shows/kodocha/
Comedy,Welcome to Sweden,7.3,7,2014,http://www.tv.com/shows/welcome-to-sweden/
NA,Mistresses,8.6,110,2008,http://www.tv.com/shows/mistresses-2013/
Drama,Extreme Makeover: Home Edition,8.8,2669,2003,http://www.tv.com/shows/extreme-makeover-home-edition/
Game Show,Extreme Makeover: Home Edition,8.8,2669,2003,http://www.tv.com/shows/extreme-makeover-home-edition/
Health & Lifestyle,Extreme Makeover: Home Edition,8.8,2669,2003,http://www.tv.com/shows/extreme-makeover-home-edition/
Reality,Extreme Makeover: Home Edition,8.8,2669,2003,http://www.tv.com/shows/extreme-makeover-home-edition/
Action & Adventure,Jericho,8.8,9270,2006,http://www.tv.com/shows/jericho/
Drama,Jericho,8.8,9270,2006,http://www.tv.com/shows/jericho/
Science Fiction,Jericho,8.8,9270,2006,http://www.tv.com/shows/jericho/
Suspense,Jericho,8.8,9270,2006,http://www.tv.com/shows/jericho/
Reality,Hardcore Pawn,5.1,192,2010,http://www.tv.com/shows/hardcore-pawn/
Drama,The Outer Limits,8.6,980,1995,http://www.tv.com/shows/the-outer-limits/
Science Fiction,The Outer Limits,8.6,980,1995,http://www.tv.com/shows/the-outer-limits/
Suspense,The Outer Limits,8.6,980,1995,http://www.tv.com/shows/the-outer-limits/
Action & Adventure,The Rifleman,8.4,444,NA,http://www.tv.com/shows/the-rifleman/
Action & Adventure,Robin Hood,8.6,1976,2006,http://www.tv.com/shows/robin-hood/
Drama,Robin Hood,8.6,1976,2006,http://www.tv.com/shows/robin-hood/
NA,Married... With Children,9,3775,1986,http://www.tv.com/shows/married-with-children/
Game Show,Bad Girls Club,7.5,239,2006,http://www.tv.com/shows/bad-girls-club/
Health & Lifestyle,Bad Girls Club,7.5,239,2006,http://www.tv.com/shows/bad-girls-club/
Reality,Bad Girls Club,7.5,239,2006,http://www.tv.com/shows/bad-girls-club/
Drama,Jewel in the Palace,8,8,NA,http://www.tv.com/shows/jewel-in-the-palace/
NA,The Colbert Report,8.8,3339,2005,http://www.tv.com/shows/the-colbert-report/
Drama,The Unit,8.9,5264,2005,http://www.tv.com/shows/the-unit/
Action & Adventure,Batman,8.4,1425,1965,http://www.tv.com/shows/batman-adam-west/
Comedy,Batman,8.4,1425,1965,http://www.tv.com/shows/batman-adam-west/
Arts,LA Ink,8.2,352,2006,http://www.tv.com/shows/la-ink/
Reality,LA Ink,8.2,352,2006,http://www.tv.com/shows/la-ink/
Fantasy,Sofia the First,6.2,19,2013,http://www.tv.com/shows/sofia-the-first/
Kids,Sofia the First,6.2,19,2013,http://www.tv.com/shows/sofia-the-first/
Action & Adventure,Moral Orel,8.1,334,2005,http://www.tv.com/shows/moral-orel/
Animation,Moral Orel,8.1,334,2005,http://www.tv.com/shows/moral-orel/
Comedy,Moral Orel,8.1,334,2005,http://www.tv.com/shows/moral-orel/
Drama,The Glades,8.3,813,2009,http://www.tv.com/shows/the-glades/
Suspense,The Glades,8.3,813,2009,http://www.tv.com/shows/the-glades/
Comedy,Cougar Town,7.5,2171,2009,http://www.tv.com/shows/cougar-town/
Drama,Rome,8.8,5249,2005,http://www.tv.com/shows/rome/
Comedy,The Nanny,8.8,1986,NA,http://www.tv.com/shows/the-nanny/
Kids,The Nanny,8.8,1986,NA,http://www.tv.com/shows/the-nanny/
Drama,The Real Housewives of Orange County,6.9,321,2006,http://www.tv.com/shows/the-real-housewives-of-orange-county/
Game Show,The Real Housewives of Orange County,6.9,321,2006,http://www.tv.com/shows/the-real-housewives-of-orange-county/
Reality,The Real Housewives of Orange County,6.9,321,2006,http://www.tv.com/shows/the-real-housewives-of-orange-county/
Drama,Unsolved Mysteries,8.6,536,1988,http://www.tv.com/shows/unsolved-mysteries/
Suspense,Unsolved Mysteries,8.6,536,1988,http://www.tv.com/shows/unsolved-mysteries/
Talk & Interview,Dr. Phil,6.9,746,2002,http://www.tv.com/shows/dr-phil/
Animation,Bob's Burgers,7.5,619,2011,http://www.tv.com/shows/bobs-burgers/
Comedy,Bob's Burgers,7.5,619,2011,http://www.tv.com/shows/bobs-burgers/
Comedy,The Ed Sullivan Show,8.5,137,1948,http://www.tv.com/shows/the-ed-sullivan-show/
Talk & Interview,The Ed Sullivan Show,8.5,137,1948,http://www.tv.com/shows/the-ed-sullivan-show/
Comedy,The Mindy Project,7.9,305,2012,http://www.tv.com/shows/the-mindy-project/
Animation,Rugrats,8.6,2189,1994,http://www.tv.com/shows/rugrats/
Comedy,Rugrats,8.6,2189,1994,http://www.tv.com/shows/rugrats/
Kids,Rugrats,8.6,2189,1994,http://www.tv.com/shows/rugrats/
News,Extra,6.2,92,1994,http://www.tv.com/shows/extra/
Talk & Interview,Extra,6.2,92,1994,http://www.tv.com/shows/extra/
Action & Adventure,"Magnum, P.I.",8.7,946,1980,http://www.tv.com/shows/magnum-pi/
Suspense,"Magnum, P.I.",8.7,946,1980,http://www.tv.com/shows/magnum-pi/
Game Show,Say Yes to the Dress,7.2,49,2007,http://www.tv.com/shows/say-yes-to-the-dress/
Health & Lifestyle,Say Yes to the Dress,7.2,49,2007,http://www.tv.com/shows/say-yes-to-the-dress/
Reality,Say Yes to the Dress,7.2,49,2007,http://www.tv.com/shows/say-yes-to-the-dress/
Drama,Hart to Hart,7.9,292,1978,http://www.tv.com/shows/hart-to-hart/
Suspense,Hart to Hart,7.9,292,1978,http://www.tv.com/shows/hart-to-hart/
Action & Adventure,Deadliest Catch,8.6,1140,2005,http://www.tv.com/shows/deadliest-catch/
Reality,Deadliest Catch,8.6,1140,2005,http://www.tv.com/shows/deadliest-catch/
Science,Deadliest Catch,8.6,1140,2005,http://www.tv.com/shows/deadliest-catch/
Game Show,Wheel of Fortune,8.2,446,1975,http://www.tv.com/shows/wheel-of-fortune/
Drama,Columbo,8.4,919,1993,http://www.tv.com/shows/columbo/
Suspense,Columbo,8.4,919,1993,http://www.tv.com/shows/columbo/
Animation,The Proud Family,7.8,640,2002,http://www.tv.com/shows/the-proud-family/
Comedy,The Proud Family,7.8,640,2002,http://www.tv.com/shows/the-proud-family/
Fantasy,The Proud Family,7.8,640,2002,http://www.tv.com/shows/the-proud-family/
Kids,The Proud Family,7.8,640,2002,http://www.tv.com/shows/the-proud-family/
Animation,Tiny Toon Adventures,8.7,882,1990,http://www.tv.com/shows/tiny-toon-adventures/
Comedy,Tiny Toon Adventures,8.7,882,1990,http://www.tv.com/shows/tiny-toon-adventures/
Kids,Tiny Toon Adventures,8.7,882,1990,http://www.tv.com/shows/tiny-toon-adventures/
Drama,Twin Peaks,9,2345,1988,http://www.tv.com/shows/twin-peaks/
Suspense,Twin Peaks,9,2345,1988,http://www.tv.com/shows/twin-peaks/
Action & Adventure,Transformers,8.7,1915,1983,http://www.tv.com/shows/transformers/
Animation,Transformers,8.7,1915,1983,http://www.tv.com/shows/transformers/
Reality,Catfish,8.7,31,2012,http://www.tv.com/shows/catfish/
NA,Anthony Bourdain: Parts Unknown,8.8,11,2013,http://www.tv.com/shows/anthony-bourdain-parts-unknown/
Action & Adventure,Black Sheep Squadron,8.1,175,1976,http://www.tv.com/shows/black-sheep-squadron/
Drama,Black Sheep Squadron,8.1,175,1976,http://www.tv.com/shows/black-sheep-squadron/
Action & Adventure,Transformers Animated,8.7,597,2006,http://www.tv.com/shows/transformers-animated/
Animation,Transformers Animated,8.7,597,2006,http://www.tv.com/shows/transformers-animated/
Drama,Transformers Animated,8.7,597,2006,http://www.tv.com/shows/transformers-animated/
Kids,Transformers Animated,8.7,597,2006,http://www.tv.com/shows/transformers-animated/
Science Fiction,Transformers Animated,8.7,597,2006,http://www.tv.com/shows/transformers-animated/
NA,Hetalia: The Beautiful World,10,1,NA,http://www.tv.com/shows/hetalia-the-beautiful-world/
Drama,The Client List,7.9,212,2011,http://www.tv.com/shows/the-client-list/
Drama,Brothers & Sisters,8.7,4500,2005,http://www.tv.com/shows/brothers-sisters/
Action & Adventure,Angel,8.9,11355,1999,http://www.tv.com/shows/angel/
Drama,Angel,8.9,11355,1999,http://www.tv.com/shows/angel/
Fantasy,Angel,8.9,11355,1999,http://www.tv.com/shows/angel/
Horror,Angel,8.9,11355,1999,http://www.tv.com/shows/angel/
Suspense,Angel,8.9,11355,1999,http://www.tv.com/shows/angel/
Drama,Without a Trace,8.8,4238,2002,http://www.tv.com/shows/without-a-trace/
Suspense,Without a Trace,8.8,4238,2002,http://www.tv.com/shows/without-a-trace/
Comedy,Terra Nova,8.1,2165,2010,http://www.tv.com/shows/terra-nova/
Drama,Terra Nova,8.1,2165,2010,http://www.tv.com/shows/terra-nova/
Science,Terra Nova,8.1,2165,2010,http://www.tv.com/shows/terra-nova/
Science Fiction,Terra Nova,8.1,2165,2010,http://www.tv.com/shows/terra-nova/
Drama,The Hills,8.2,1758,2006,http://www.tv.com/shows/the-hills/
Reality,The Hills,8.2,1758,2006,http://www.tv.com/shows/the-hills/
Animation,The Boondocks,8.8,3596,2005,http://www.tv.com/shows/the-boondocks/
Comedy,The Boondocks,8.8,3596,2005,http://www.tv.com/shows/the-boondocks/
Kids,Gravity Falls,8.6,312,2012,http://www.tv.com/shows/gravity-falls/
Animation,Total Drama Island,8.4,1072,2007,http://www.tv.com/shows/total-drama-island/
Comedy,Total Drama Island,8.4,1072,2007,http://www.tv.com/shows/total-drama-island/
Drama,Monarch of the Glen,8.5,152,NA,http://www.tv.com/shows/monarch-of-the-glen/
Drama,Law & Order: UK,8.3,226,2009,http://www.tv.com/shows/law-and-order-uk/
Suspense,Law & Order: UK,8.3,226,2009,http://www.tv.com/shows/law-and-order-uk/
Animation,Fruits Basket,8.8,1252,2000,http://www.tv.com/shows/fruits-basket/
Fantasy,Fruits Basket,8.8,1252,2000,http://www.tv.com/shows/fruits-basket/
Suspense,Fruits Basket,8.8,1252,2000,http://www.tv.com/shows/fruits-basket/
Kids,Doc McStuffins,9.4,9,2012,http://www.tv.com/shows/doc-mcstuffins/
NA,Idaten Jump,7.9,35,2005,http://www.tv.com/shows/idaten-jump/
Comedy,The Millers,7.6,96,2013,http://www.tv.com/shows/the-millers/
Comedy,Last Week Tonight with John Oliver,9.3,38,2014,http://www.tv.com/shows/last-week-tonight-with-john-oliver/
News,Last Week Tonight with John Oliver,9.3,38,2014,http://www.tv.com/shows/last-week-tonight-with-john-oliver/
Talk & Interview,Last Week Tonight with John Oliver,9.3,38,2014,http://www.tv.com/shows/last-week-tonight-with-john-oliver/
Drama,Nip/Tuck,8.7,9346,2004,http://www.tv.com/shows/niptuck/
Action & Adventure,The Musketeers,8.8,88,2014,http://www.tv.com/shows/the-musketeers/
Drama,The Musketeers,8.8,88,2014,http://www.tv.com/shows/the-musketeers/
NA,Star Trek: Enterprise,8.5,4590,2001,http://www.tv.com/shows/star-trek-enterprise/
Comedy,Baby Daddy,8.5,176,2012,http://www.tv.com/shows/baby-daddy/
Action & Adventure,Doctor Who (1963),8.2,1956,1962,http://www.tv.com/shows/doctor-who/
Drama,Doctor Who (1963),8.2,1956,1962,http://www.tv.com/shows/doctor-who/
Science Fiction,Doctor Who (1963),8.2,1956,1962,http://www.tv.com/shows/doctor-who/
Events & Specials,The Ultimate Fighter,8.7,758,2005,http://www.tv.com/shows/the-ultimate-fighter/
Sports,The Ultimate Fighter,8.7,758,2005,http://www.tv.com/shows/the-ultimate-fighter/
Action & Adventure,The A-Team,8.4,2288,1982,http://www.tv.com/shows/the-a-team/
Drama,The A-Team,8.4,2288,1982,http://www.tv.com/shows/the-a-team/
Action & Adventure,The Shield,8.8,5434,2001,http://www.tv.com/shows/the-shield/
Drama,The Shield,8.8,5434,2001,http://www.tv.com/shows/the-shield/
News,SportsCenter,8.2,1128,1979,http://www.tv.com/shows/sportscenter/
Sports,SportsCenter,8.2,1128,1979,http://www.tv.com/shows/sportscenter/
Food & Cooking,Kitchen Nightmares,8.5,907,NA,http://www.tv.com/shows/kitchen-nightmares/
Game Show,Kitchen Nightmares,8.5,907,NA,http://www.tv.com/shows/kitchen-nightmares/
Reality,Kitchen Nightmares,8.5,907,NA,http://www.tv.com/shows/kitchen-nightmares/
Comedy,Episodes,8.3,675,2011,http://www.tv.com/shows/episodes/
Action & Adventure,Thomas The Tank Engine & Friends,8.4,528,1984,http://www.tv.com/shows/thomas-the-tank-engine-and-friends/
Kids,Thomas The Tank Engine & Friends,8.4,528,1984,http://www.tv.com/shows/thomas-the-tank-engine-and-friends/
